#,Name,Rating,Phone,Price,Categories,Address,DBA,BUILDING,STREET,BORO,ZIPCODE,OLD,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,Latitude,Longitude
,,,,,,"762 9th avenue manhattan, ny 10019",ARRIBA ARRIBA,762,9 AVENUE,Manhattan,10019.0,762 9 avenue Manhattan 10019,Mexican,8/2/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21.0,B,8/2/22,12/4/23,40.7641972,-73.988416
,,,,,,"762 9th avenue manhattan, ny 10019",ARRIBA ARRIBA,762,9 AVENUE,Manhattan,10019.0,762 9 avenue Manhattan 10019,Mexican,8/3/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2.0,A,8/3/23,12/4/23,40.7641972,-73.988416
,,,,,,"762 9th avenue manhattan, ny 10019",ARRIBA ARRIBA,762,9 AVENUE,Manhattan,10019.0,762 9 avenue Manhattan 10019,Mexican,8/2/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21.0,B,8/2/22,12/4/23,40.7641972,-73.988416
,,,,,,"762 9th avenue manhattan, ny 10019",ARRIBA ARRIBA,762,9 AVENUE,Manhattan,10019.0,762 9 avenue Manhattan 10019,Mexican,8/2/22,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,21.0,B,8/2/22,12/4/23,40.7641972,-73.988416
,,,,,,"77 saint marks place manhattan, ny 10003",LA PALAPA,77,ST MARKS PLACE,Manhattan,10003.0,77 ST MARKS PLACE Manhattan 10003,Mexican,5/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,9.0,A,5/30/23,12/4/23,40.727837,-73.985864
,,,,,,"77 saint marks place manhattan, ny 10003",LA PALAPA,77,ST MARKS PLACE,Manhattan,10003.0,77 ST MARKS PLACE Manhattan 10003,Mexican,5/30/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,5/30/23,12/4/23,40.727837,-73.985864
,,,,,,"77 saint marks place manhattan, ny 10003",LA PALAPA,77,ST MARKS PLACE,Manhattan,10003.0,77 ST MARKS PLACE Manhattan 10003,Mexican,4/19/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,4/19/22,12/4/23,40.727837,-73.985864
,,,,,,"77 saint marks place manhattan, ny 10003",LA PALAPA,77,ST MARKS PLACE,Manhattan,10003.0,77 ST MARKS PLACE Manhattan 10003,Mexican,5/30/23,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,9.0,A,5/30/23,12/4/23,40.727837,-73.985864
,,,,,,"77 saint marks place manhattan, ny 10003",LA PALAPA,77,ST MARKS PLACE,Manhattan,10003.0,77 ST MARKS PLACE Manhattan 10003,Mexican,4/19/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,4/19/22,12/4/23,40.727837,-73.985864
,,,,,,"77 street marks place manhattan, ny 10003",LA PALAPA,77,ST MARKS PLACE,Manhattan,10003.0,77 ST MARKS PLACE Manhattan 10003,Mexican,4/19/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,4/19/22,12/4/23,40.727837,-73.985864
,,,,,,"78 west 11th street manhattan, ny 10011",LA CONTENTA OESTE,78,WEST 11 STREET,Manhattan,10011.0,78 WEST 11 STREET Manhattan 10011,Mexican,3/2/22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A,3/2/22,12/4/23,40.7349743,-73.997326
,,,,,,"78 west 11th street manhattan, ny 10011",LA CONTENTA OESTE,78,WEST 11 STREET,Manhattan,10011.0,78 WEST 11 STREET Manhattan 10011,Mexican,3/2/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,3/2/22,12/4/23,40.7349743,-73.997326
50.0,La Contenta Oeste,4.0,12125332233.0,$$,"Mexican, Breakfast & Brunch, Cocktail Bars","78 west 11th street, manhattan, ny 10011",,,,,,,,,,,,,,,,,,
72.0,Mermaid Mexicana,4.0,12124008800.0,,Mexican,"79 macdougal street, manhattan, ny 10012",,,,,,,,,,,,,,,,,,
,,,,,,"79 saint marks place manhattan, ny 10003",TAQUERIA ST MARKS PL,79,SAINT MARKS PLACE,Manhattan,10003.0,79 SAINT MARKS PLACE Manhattan 10003,Mexican,11/15/22,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,11/15/22,12/4/23,40.7278068,-73.985792
,,,,,,"79 saint marks place manhattan, ny 10003",TAQUERIA ST MARKS PL,79,SAINT MARKS PLACE,Manhattan,10003.0,79 SAINT MARKS PLACE Manhattan 10003,Mexican,3/8/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,3/8/23,12/4/23,40.7278068,-73.985792
,,,,,,"79 saint marks place manhattan, ny 10003",TAQUERIA ST MARKS PL,79,SAINT MARKS PLACE,Manhattan,10003.0,79 SAINT MARKS PLACE Manhattan 10003,Mexican,3/8/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12.0,A,3/8/23,12/4/23,40.7278068,-73.985792
,,,,,,"79 saint marks place manhattan, ny 10003",TAQUERIA ST MARKS PL,79,SAINT MARKS PLACE,Manhattan,10003.0,79 SAINT MARKS PLACE Manhattan 10003,Mexican,11/15/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,11/15/22,12/4/23,40.7278068,-73.985792
,,,,,,"79 saint marks place manhattan, ny 10003",TAQUERIA ST MARKS PL,79,SAINT MARKS PLACE,Manhattan,10003.0,79 SAINT MARKS PLACE Manhattan 10003,Mexican,11/15/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,A,11/15/22,12/4/23,40.7278068,-73.985792
,,,,,,"79 saint marks place manhattan, ny 10003",TAQUERIA ST MARKS PL,79,SAINT MARKS PLACE,Manhattan,10003.0,79 SAINT MARKS PLACE Manhattan 10003,Mexican,3/8/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,3/8/23,12/4/23,40.7278068,-73.985792
69.0,Taqueria St. Marks Place,4.0,16469645614.0,$$,Mexican,"79 saint marks place, manhattan, ny 10003",,,,,,,,,,,,,,,,,,
,,,,,,"802 9 avenue manhattan, ny 10019",TACUBA,802,9 AVENUE,Manhattan,10019.0,802 9 avenue Manhattan 10019,Mexican,6/14/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,6/14/23,12/4/23,40.7654954,-73.987466
,,,,,,"802 9th avenue manhattan, ny 10019",TACUBA,802,9 AVENUE,Manhattan,10019.0,802 9 avenue Manhattan 10019,Mexican,6/14/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,6/14/23,12/4/23,40.7654954,-73.987466
,,,,,,"802 9th avenue manhattan, ny 10019",TACUBA,802,9 AVENUE,Manhattan,10019.0,802 9 avenue Manhattan 10019,Mexican,6/9/22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A,6/9/22,12/4/23,40.7654954,-73.987466
,,,,,,"802 9th avenue manhattan, ny 10019",TACUBA,802,9 AVENUE,Manhattan,10019.0,802 9 avenue Manhattan 10019,Mexican,6/9/22,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,6/9/22,12/4/23,40.7654954,-73.987466
,,,,,,"802 9th avenue manhattan, ny 10019",TACUBA,802,9 AVENUE,Manhattan,10019.0,802 9 avenue Manhattan 10019,Mexican,6/14/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,6/14/23,12/4/23,40.7654954,-73.987466
,,,,,,"81 saint marks place manhattan, ny 10003",ELECTRIC BURRITO,81,SAINT MARKS PLACE,Manhattan,10003.0,81 SAINT MARKS PLACE Manhattan 10003,Mexican,9/14/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,9/14/22,12/4/23,40.7277766,-73.98572
,,,,,,"818 10th avenue manhattan, ny 10019",MAMASITA BAR,818,10 AVENUE,Manhattan,10019.0,818 10 avenue Manhattan 10019,Mexican,8/4/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,8/4/22,12/4/23,40.7674169,-73.98978
,,,,,,"818 10th avenue manhattan, ny 10019",MAMASITA BAR,818,10 AVENUE,Manhattan,10019.0,818 10 avenue Manhattan 10019,Mexican,8/4/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,8/4/22,12/4/23,40.7674169,-73.98978
,,,,,,"818 10th avenue manhattan, ny 10019",MAMASITA BAR,818,10 AVENUE,Manhattan,10019.0,818 10 avenue Manhattan 10019,Mexican,8/4/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,A,8/4/22,12/4/23,40.7674169,-73.98978
,,,,,,"818 10th avenue manhattan, ny 10019",MAMASITA BAR,818,10 AVENUE,Manhattan,10019.0,818 10 avenue Manhattan 10019,Mexican,8/4/22,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,8/4/22,12/4/23,40.7674169,-73.98978
38.0,Nacho Macho Taco,4.5,17186228282.0,$,Mexican,"82 5th avenue, brooklyn, ny 11217",,,,,,,,,,,,,,,,,,
26.0,Taqueria Casa Imelda,4.5,13474575992.0,,Mexican,"82 s 4th street, brooklyn, ny 11249",,,,,,,,,,,,,,,,,,
,,,,,,"824 9th avenue manhattan, ny 10019",EL CENTRO,824,9 AVENUE,Manhattan,10019.0,824 9 avenue Manhattan 10019,Mexican,3/1/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,3/1/22,12/4/23,40.7661184,-73.987011
,,,,,,"824 9th avenue manhattan, ny 10019",EL CENTRO,824,9 AVENUE,Manhattan,10019.0,824 9 avenue Manhattan 10019,Mexican,3/1/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,3/1/22,12/4/23,40.7661184,-73.987011
,,,,,,"83 baxter street manhattan, ny 10013",BREAKROOM,83,BAXTER STREET,Manhattan,10013.0,83 BAXTER STREET Manhattan 10013,Mexican,12/27/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,B,12/27/22,12/4/23,40.7167134,-73.999812
,,,,,,"83 baxter street manhattan, ny 10013",BREAKROOM,83,BAXTER STREET,Manhattan,10013.0,83 BAXTER STREET Manhattan 10013,Mexican,12/27/22,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,26.0,B,12/27/22,12/4/23,40.7167134,-73.999812
,,,,,,"83 baxter street manhattan, ny 10013",BREAKROOM,83,BAXTER STREET,Manhattan,10013.0,83 BAXTER STREET Manhattan 10013,Mexican,12/27/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26.0,B,12/27/22,12/4/23,40.7167134,-73.999812
,,,,,,"83 baxter street manhattan, ny 10013",BREAKROOM,83,BAXTER STREET,Manhattan,10013.0,83 BAXTER STREET Manhattan 10013,Mexican,12/27/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26.0,B,12/27/22,12/4/23,40.7167134,-73.999812
,,,,,,"83 baxter street manhattan, ny 10013",BREAKROOM,83,BAXTER STREET,Manhattan,10013.0,83 BAXTER STREET Manhattan 10013,Mexican,12/27/22,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,26.0,B,12/27/22,12/4/23,40.7167134,-73.999812
,,,,,,"83 maiden lane manhattan, ny 10038",MEZCALI,83,MAIDEN LANE,Manhattan,10038.0,83 MAIDEN LANE Manhattan 10038,Mexican,6/7/23,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A,6/7/23,12/4/23,40.7074358,-74.007607
,,,,,,"83 maiden lane manhattan, ny 10038",MEZCALI,83,MAIDEN LANE,Manhattan,10038.0,83 MAIDEN LANE Manhattan 10038,Mexican,6/7/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,6/7/23,12/4/23,40.7074358,-74.007607
149.0,Mezcali,4.0,19174095881.0,$$,"Tacos, Tapas/Small Plates, Cocktail Bars","83 maiden lane, manhattan, ny 10038",,,,,,,,,,,,,,,,,,
,,,,,,"83 pearl street manhattan, ny 10004",MAD DOG & BEANS,83,PEARL STREET,Manhattan,10004.0,83 PEARL STREET Manhattan 10004,Mexican,1/17/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9.0,A,1/17/23,12/4/23,40.7040485,-74.010153
